,tokens,label,size
1136,"['감동', '그', '자체', '분', '이', '라는', '시간', '이', '짧', '게', '만', '느껴진', '영화', '고맙', '습니다']",10,15
1137,"['정말', '평점', '이', '너무', '높', '길래', '도대체', '어떤', '내용', '이', '길래', '이렇게', '평점', '이', '높', '을까', '하', '는', '마음', '에', '봤', '습니다', '진짜', '관객', '을', '웃겼', '다', '울렸', '다', '들', '었', '돠', '놨다', '하', '는', '영화', '내용', '에', '끝내', '감정']",10,40
1138,"['억지', '스러운', '부분', '이', '분명', '있', '었', '지만', '액션', '이', '아니', '었', '음', '에', '도', '표', '값', '이', '아깝', '지', '않', '았', '던', '영화']",9,24
1139,"['진짜', '최고', '의', '영화', '너무', '감동', '적', '이', '다', 'ㅜㅠ']",10,10
1140,"['개연', '성', '부족']",6,3
1141,"['최고', '의', '영화']",10,3
1142,"['별점', '점', '도', '너무', '적', '은', '영화', '여서', '별점', '을', '더', '더', '주', '고', '싶', '고', '영화제', '에서', '상', '은', '다', '번방', '의', '선물', '꺼', '다', 'ㅎㅎㅎ']",10,27
1143,"['진짜', '정말', '후회', '가', '없', '는', '영화', '두', '번', '봐도', '아깝', '지', '않', '은', '영화', '진짜', '웃음', '슬픔', '주', '는', '영화', '영화', '값', '도', '아깝', '지', '않', '는', '대박', '인', '영화']",10,31
1144,"['내생', '에', '처음', '으로', '영화', '값', '이', '아깝', '지', '않', '은', '영화']",10,12
1145,"['내생', '에', '본', '영화', '중', '울컥', '하', '고', '눈물', '원', '없이', '흘린', '영화', '영화', '보고', '시간', '동안', '마음', '이', '가시', '질', '안', '네요', '완전', '다시', '봐도', '너무', '슬픈', '영화']",10,29
1146,"['요즘', '한국', '영화', '평점', '알', '바', '가', '많', '은', '듯', 'ㅠ', '점', '정도', '가', '딱', '적당', '함']",1,17
1147,"['슬픔', '과', '감동', '웃음', '까지', '최고']",10,6
1148,"['ㅅ', 'ㅅ', 'ㅅ', 'ㅅ', 'ㅅ', 'ㅅ']",10,6
1149,"['감동', '과', '웃음', '을', '준', '영화', '펑펑', '울', '진', '않', '았', '고', '눈물', '핑', '도', '는', '정도']",10,17
1150,"['와', '정말', '재미있', '고', '감동', '적', '이', '고', '눈물나', '는', '영화', '영화', '시작', '하', '고', '중간', '부터', '는', '울', '다가', '웃', '다가', '끝나', '기', '분', '정도', '는', '거의', '울', '면서', '봤', '다', 'ㅠㅜ', '예승', '이', '밖', '에', '모르', '는', '진짜']",10,40
1151,"['정말', '오열', '하', '다', '나왔', '어요', 'ㅠㅠ', '너무너무', '벅찬', '영화', '에', '요', 'ㅠㅠ', '류승룡', '이', '아니', '구', '진짜', '예송', '이', '아빠', '같', '아서', '진짜', 'ㅠㅜ엉엉']",10,25
1152,"['영화', '는', '영화', '다', '말', '도', '안', '되', '는', '일', '일지라도', '보', '는', '인', '이', '재밌', '으면', '그걸로', '됐', '다고', '생각', '함', '감동', '적', '이', '였', '다', 'ㅋㅋ']",10,28
1153,"['돌아가', '신', '아빠', '가', '떠올라서', '울', '고', '말', '았', '네요', '영화', '보고', '운건', '처음']",10,14
1154,['ㅠㅠ'],10,1
1155,"['그냥', '말', '이', '필요', '없', '는', '최고', '의', '영화']",10,9
1156,"['감동', 'ㅠㅠ', '영화', '자막', '올라갈', '때', '박수', '가', '절로', '나온', '영화']",10,11
1157,"['코믹', '과', '감동', '안타까움', '으로', '눈물', '한', '바가지', '쏟', '은', '기억', '에', '오랫동안', '남', '을', '거', '같', '아요']",10,18
1158,"['진짜', '너무', '감동', '적', '이', '었', '네요', '아버지', '라는', '존재', '의', '위대', '함', '을', '알', '게', '해', '준', '영화']",10,19
1159,"['요새', '하도', '류승룡', '나오', '는', '영화', '를', '많이', '봤', '더니', '꿈', '에', '도', '나오', '심', 'ㅋㅋㅋ', 'ㅋㅋ', '짱', '이', '에요', '아', '또', '보', '고', '싶', '다', 'ㅠㅠㅠㅠ']",10,27
1160,"['대', '빅', '이', '다', '진짜']",10,5
1161,"['잼', '있', '네요']",10,3
1162,"['해피', '엔딩', '이', '었', '으면', '더', '좋', '았', '을', '텐데']",10,10
1163,"['결말', '이', '왜', '이래']",10,4
1164,"['설레발', '쩔', '었', '음', '친구', '새', '끼', '가', '존나', '슬프', '다고', '만', '안', '했어도', '점', '줬', '다']",7,17
1165,"['재미', '와', '감동', '아역', '배우', '연기', '잘', '하', '네요', '오늘', '재밌', '게', '봤', '어요']",9,14
1166,"['처음', '부터', '눈물', '난건', '이', '영화', '가', '첨', '이', '다', '진짜', '영화관', '에서', '꼭', '봐야', '되', '는', '영화', '다']",10,19
1167,"['너무', '최고', '후회', '하', '지', '않', '을', '거', '에', '욤']",10,10
1168,"['웃', '다가', '울', '다가', '보', '는', '내내', '실컷', '쏟', '아', '놓', '고', '나왔', '습니다']",9,14
1169,"['류승룡', '의', '열연', '에', '박수', '를', '보낸다']",9,7
1170,"['찡', '하', '네요']",10,3
1171,"['그냥', '감동']",10,2
1172,"['실망', '이게', '칠', '백만']",1,4
1173,"['태어나', '서', '처음', '으로', '영화', '보', '면서', '울', '었', '어요']",10,10
1174,"['재밌', '기', '도', '하', '고', '슬픈', '영화', '였', '어요', '이거', '보', '면서', '아버지', '빈', '자리', '가', '왜', '이렇게', '많이', '그립', '던', '지']",10,22
1175,"['여친', '이랑', '보', '는데', '울음', '아나']",10,6
1176,"['감동', '과', '재미']",10,3
1177,"['진짜', '이거', '보고', '안', '울', '면', '사람', '도', '아님', 'ㅠㅠ', '너무', '웃기', '고', '슬퍼요']",10,14
1178,"['그다지', '명작', '이', '라는', '느낌', '은', '아니', '다']",5,8
1179,"['이게', '뭐', '가', '그렇게', '최고', '인지', '모르', '겠', '네요', '감성', '적', '이', '지', '못한', '건', '내', '가', '아니', '라', '이', '영화', '인', '것', '같', '아요', '허술', '하', '고', '어떻게', '든', '울', '게', '만드', '려는', '영화', '감독', '님', '전작', '들', '도']",6,40
1180,"['계속', '웃', '고', '울', '고', '하', '면서두', '시간', '이', '훌쩍', '지나가', '벼', '렸', '다', '연기자', '님', '들', '모두', '다', '명연기', '보여', '주', '셨', '다', '최고']",9,25
1181,"['최고', '의', '영화', '엿', '음', '집', '으로', '를', '잇', '는', '요새', '국내', '영화', '재미난', '거', '마니', '나오', '네요']",10,18
1182,"['감동', '과', '웃음', '이', '함께', '하', '는', '번방', '의', '선물', '너무', '좋', '았', '구요', '원래', '영화', '보', '면서', '잘', '안', '우', '는', '스타일', '인데', '이', '영화', '는', '보', '면서', '정말', '펑펑', '울', '었', '어요', '슬픈', '영화', '를', '싫어하', '는', '저']",10,40
1183,"['이', '영화', '는', '진심', '점', '을', '줘도', '아까운', '영화', '이', '다', '아빠', '랑', '함께', '영화관', '에서', '본', '영화', '인데', '진심', '영화', '보', '는', '내내', '펑펑', '울', '었', '다', '친구', '가', '가족', '이랑', '보', '면', '좀', '창피', '하', '다고', '말', '하']",10,40
1184,"['처음', '에', '평점', '을', '보', '고', '긴가', '민가', '했', '다', '하', '지만', '보', '고', '나', '서', '깨달', '았', '다', '이것', '이', '평점', '이', '점', '이', '넘', '는', '이유', '를', '웃음', '분노', '눈물', '한편', '의', '영화', '에', '각각', '다른', '이', '세']",10,40
1185,"['그나마', '류승룡', '연기', '때문', '에', '점']",9,6
1186,"['상', '남자', '에서', '바보', '로', '류승룡', '져', '아']",10,8
1187,"['와', '딸', '사랑', '좋', '다', '하', '굿', '굿', '굿']",10,9
1188,"['대박', '울음']",10,2
1189,"['말', '도', '안', '된다고', '영화', '였', '기', '에', '가능', '했', '던', '게', '아닐까', '비슷', '한', '일', '이', '분명', '일어날', '수', '있', '다', '오버', '된', '요소', '가', '있', '긴', '하나', '이', '사회', '가', '얼마나', '제대로', '썩', '었', '는지', '충분히', '공감', '할']",10,40
1190,"['아역', '승룡', '연기', '갑', '전', '아예', '통곡', '을', 'ㅠㅠ']",9,9
1191,"['내', '가', '이렇게', '감동', '받', '은', '영화', '는', '처음', '이', '다', 'ㅠ']",10,12
1192,"['평점', '이', '왜', '이리', '높', '아', '그냥', '감동', '만', '주', '면', '평점', '이', '높', '구나', '내', '가', '볼', '땐', '억지', '던데']",5,21
1193,"['최근', '영화', '중', '웃음', '과', '슬픔', '을', '동시', '에', '주', '는', '영화', '네요', '감동', '적', '인', '영회', '무한', '추천', '합니다']",10,20
1194,"['짱', 'ㅜㅜ']",10,2
1195,"['넘', '감동', '적', '인', '영화', '예요']",10,6
1196,"['아역', '이', '연기', '를', '너무', '잘', '하', '네요', '전개', '가', '조금', '억지', '스러운', '면', '이', '있', '어서', '아쉬웠', '습니다', 'ㅠ']",5,20
1197,['짱'],10,1
1198,"['눈물', '콧물', '빵빵', '터진', '날', '슬픔', '감동', '그리고', '사랑']",10,9
1199,"['영화관', '에서', '그렇게', '울', '기', '는', '처음', '이', '였', '다', 'ㅏ', 'ㅠㅜㅜ', '최고', '의', '영화']",10,15
1200,"['감동', '과', '재미', '두', '마리', '토끼', '를', '잡', '은', '영화']",10,10
1201,"['나이', '가', '많', '아', '지', '니까', '눈물', '이', '나', '네', '요', 'ㅠ']",10,12
1202,"['장애', '를', '가진', '친구', '를', '두', '고', '봐서', '그런지', '뭔가', '장애', '가', '웃기', '게', '그려졌', '다는', '생각', '이', '들', '었', '고', '아역', '의', '연기력', '덕택', '에', '눈물', '은', '주룩주룩', '흘렀', '다', '웃기', '기', '도', '슬프', '기', '도', '했', '던', '영화']",5,40
1203,"['그냥', '눈', '감', '고', '넘어가', '주', '려', '해도', '이건', '아니', '잖아', '지나치', '게', '말', '도', '안', '되', '는', '스토리', '와', '류승룡', '의', '과', '한', '연기', '한국', '영화', '관객', '분', '들', '수준', '이', '이', '정도', '밖에', '안', '됐', '니']",1,38
1204,"['벼르', '고', '벼르', '다', '오늘', '봤', '다', '점', '만점', '에', '점', '준다', '나이', '를', '먹', '으면', '눈물', '이', '많', '아', '진다고', '하', '더니', '내', '가', '딱', '그렇', '네', '후아']",10,29
1205,"['잘', '안', '우', '는', '스타일', '이', '라', '그런가', '인위', '적', '이', '긴', '한', '듯', '중간', '중간', '조연', '들', '이', '무척', '재미있', '었', '다', '그렇지만', '어디', '서', '울', '어야', '할지']",7,29
1206,"['죄송', '합니다', '살려', '주', '세요', '에서', '폭풍', '눈물', '을', '흘렸', '어요', 'ㅠ', '이', '영화', '꼭', '보', '세요', 'ㅠㅠ']",10,18
1207,"['와아아', '진짜', '폭풍', '눈물', 'ㅠ정말감동과재미가이렇게공존하는영화는처음이네요', '짱', '짱짱', '꼭', '봐야', '대', '요']",10,11
1208,"['요', '근래', '봤', '던', '영화', '중', '에', '최고']",10,8
1209,"['솔직히', '너무', '인위', '적', '느낌']",1,5
1210,"['아직', '도', '고민', '중', '돈', '아깝', '지', '않', '습니다']",10,9
1211,"['정말', '이렇게', '재밌', '고', '감동', '적', '인', '영화', '처음', '이', '에요', '이렇게', '까지', '기대', '하', '지', '않', '았', '는데', '영화', '보', '면서', '웃길', '땐', '정말', '웃기', '고', '슬플', '땐', '너무', '슬프', '고', '울', '다가', '도', '웃', '게', '하', '는', '영화']",10,40
1212,"['웃', '다', '울', '다', '정말', '감동', '도', '많', '고', '울음', '찾', '느라', '고생', '했어요']",10,14
1213,"['정말', '이', '영화', '보', '면서', '눈물', '로', '세수', '했', '습니당', 'ㅠㅠㅠㅠㅠㅠ배우분들', '모두', '연기', '를', '너무', '잘', '해요', 'ㅠㅠ짱']",10,18
1214,"['너무', '슬프', '고', '너무', '재밌', '었', '습니다', 'ㅠㅠ']",10,8
1215,['ㅠㅠㅠㅠㅠㅠㅠㅠㅠ'],10,1
1216,"['완전', '대박', '감동']",10,3
1217,"['눈물', '콧물', '다', '나와요', '류승룡', '장애', '인', '연기', '대박', '이', '에요', 'ㅠㅠ']",10,12
1218,"['펑펑', '울', '고', '감동', '까지']",10,5
1219,"['이걸', '점', '안', '주', '면', '점', '받', '는', '영화', '는', '이제', '안', '생기', '겠', '네', '쩔', '어요', '걍']",10,18
1220,"['펑펑', '움', 'ㅠㅠ']",10,3
1221,"['에이', '이거', '보고', '욕', '하', '는', '넘', '들', '장난', '하', '냐', '이거', '보고', '안', '울', '사람', '없', '고', '이거', '보고', '감동', '안', '할', '사람', '없', '다']",10,26
1222,"['감동', '있', '고', '재미있', '고', '정말', '즐겁', '게', '본', '영화', '입니다', 'ㅎㅎ', '예승', '이', '이름', '때문', '에', '생긴', '에피소드', '도', '재밌', '구요']",10,22
1223,"['영화', '가', '아주', '뻔한데', '그', '속', '의', '잔재미', '라든지', '감동', '이라든지', '눈물', '이', '나', '는', '데', '웃긴', '영화', '네요']",10,19
1224,"['평점', '낮', '게', '주', '는', '애', '들', '신고', '해야', '됨']",10,10
1225,"['흠', '솔직히', '제', '스타일', '영화', '는', '아니', '네요']",5,8
1226,"['영화관', '에', '선', '눈물', '을', '잘', '안', '흘리', '는', '편', '인데', '너무', '슬퍼서', '눈물', '이', '났', '다', '진짜', '진짜', '감동', '적', '인', '영화', '또', '보', '고', '싶', '다']",10,28
1227,"['무슨', '말', '이']",10,3
1228,"['싸구려', '감성', '팔', '이', '영화', '류', '갑', '식상', '한', '요소', '는', '넣', '을', '대로', '넣', '었', '네여']",1,17
1229,"['너', '넘', '좋', '아요']",8,4
1230,"['말', '이', '필요', '없', '음']",10,5
1231,"['아', '진짜', '이', '영화', '사랑', '해요', '진짜', '진심', '계속', '운', '것', '같', '애요', 'ㅠㅠ', '진짜', '슬픈', '데', '웃기', '고', '울', '어야', '할지', '웃', '어야', '할지', 'ㅜ하튼예승이연기너무잘하고이뻐요']",10,26
1232,"['진짜', '감동', '그', '자체', '완전', '강추', '해', '드립니다']",10,8
1233,"['가벼운', '영화', '일거', '라', '눈물', '인', '위', '적', '으로', '뺄', '거', '라', '생각', '하', '고', '류승룡', '하나', '만', '보', '고', '간', '영화', '근데', '묵직', '하', '고', '가슴', '뻐근', '한', '영화', '대박']",10,31
1234,"['안', '보', '면', '그냥', '후회', 'ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ']",10,6
1235,"['진심', '으로', '추천', '합니다']",10,4
1236,"['와', '진심', '개재', '밋', '고', '개', '슬퍼', '꼭', '보', '라고', '개재', '밋', '다고', 'ㅡㅡ']",10,14
1237,"['예승', '이', '귀엽', '고', '영화', '대박']",10,6
1238,"['이', '씽', '보', '다가', '화장', '다', '지워진', '듯', 'ㅠㅠ느무느무', '슬펐', '고', '재미', '도', '있', '었', '구요', '오랜만', '에', '입소문', '낼', '만', '한', '영화', '가', '나온', '것', '같', '았', '어요', '돈', '이', '아깝', '지', '않', '은', '영화', '라고', '생각', '됩니다', '한']",10,40
1239,"['사랑', '합니다', '아버지']",10,3
1240,"['말', '이', '필요', '없', '음', 'ㅠㅠ', '류승룡', '의', '연기', '란', 'ㅠㅠ', '사람', '을', '울렸', '음']",10,15
